pm25,pm10,so2,no2,co,纬度,经度, 
67.63,119.08,10.29,56.09,1.42,40.45,117.16, 
63.18,115.24,10.54,54.23,1.36,40.43,117.33, 
61.04,115.59,11.71,54.12,1.4,40.42,117.51, 
62.08,121.83,13.45,55.22,1.52,40.4,117.69, 
64.86,130.91,15.83,55.09,1.69,40.39,117.86, 
65.58,134.29,18.44,55.6,1.72,40.37,118.04, 
65.68,136.02,22.23,55.59,1.79,40.35,118.21, 
66.79,137.55,23.96,54.58,1.83,40.34,118.39, 
68.91,142.47,26.14,52.64,1.96,40.32,118.56, 
65.01,131.91,22.77,48.7,1.78,40.3,118.74, 
58.8,115.45,18.72,44.7,1.51,40.28,118.91, 
51.29,97.38,16.17,41.15,1.26,40.27,119.09, 
48.26,89.68,15.8,40.31,1.18,40.25,119.26, 
47.89,88.51,16.46,41.08,1.17,40.23,119.44, 
48.93,91.12,19.95,45.18,1.26,40.21,119.61, 
46.79,86.55,20.36,43.37,1.19,40.19,119.79, 
44,81.73,19.02,39.33,1.06,40.18,119.96, 
37.89,68.05,16.69,32.03,0.83,40.16,120.14, 
34.74,59.29,13.95,26.46,0.68,39.95,121.88, 
34.57,59.98,12.67,25.65,0.7,39.93,122.06, 
32.7,55.81,11.12,23.48,0.67,39.91,122.23, 
31.37,52.26,10.25,21.81,0.66,39.89,122.4, 
31.38,51.67,10.78,22.58,0.67,39.87,122.58, 
32.96,53.66,11.73,24.1,0.71,39.84,122.75, 
33.1,51.63,12.09,23.41,0.7,39.82,122.92, 
29.64,43.72,10.67,19.89,0.62,39.8,123.1, 
22.73,32.33,9.14,15.89,0.51,39.78,123.27, 
23.67,32.33,9.62,15.32,0.51,39.75,123.44, 
0.11,0.19,0.05,0.35,0.16,37.81,75.02, 
0.21,0.4,0.1,0.5,0.16,37.84,75.18, 
0.27,0.53,0.33,0.76,0.18,37.88,75.35, 
0.29,0.54,0.28,0.7,0.18,37.92,75.51, 
0.63,1.05,0.19,0.66,0.19,37.95,75.68, 
3.29,5.85,0.2,0.74,0.19,37.99,75.84, 
10.69,16.4,0.28,0.89,0.2,38.03,76.01, 
12.91,20.72,0.31,0.98,0.2,38.06,76.17, 
14.79,26.43,0.4,1.13,0.25,38.1,76.34, 
26.46,45.53,0.55,1.5,0.45,38.14,76.51, 
40.05,71.74,0.79,2.25,1,38.17,76.67, 
67.21,122.84,1.49,4.11,2.44,38.21,76.84, 
93.87,175.99,3.12,7.09,5.18,38.24,77.01, 
107.57,206.43,6.82,12.07,9.02,38.28,77.17, 
77.76,143.67,8.57,12.77,7.95,38.31,77.34, 
42.11,71.93,5.33,7.26,3.42,38.35,77.51, 
27.94,43.32,2.81,3.52,1.12,38.38,77.67, 
45.87,55.32,2.07,2.22,0.47,38.42,77.84, 
69.76,75.9,1.83,1.71,0.3,38.45,78.01, 
98.67,102.98,1.68,1.39,0.25,38.48,78.17, 
112.12,115.05,1.53,1.13,0.22,38.52,78.34, 
128.24,130.07,1.43,0.94,0.2,38.55,78.51, 
143.38,144.94,1.38,0.87,0.2,38.59,78.68, 
156.08,156.55,1.36,0.81,0.19,38.62,78.84, 
164.75,165.24,1.38,0.78,0.19,38.65,79.01, 
170.83,171.34,1.42,0.76,0.19,38.68,79.18, 
181.35,181.88,1.47,0.76,0.19,38.72,79.35, 
201.27,201.81,1.52,0.76,0.19,38.75,79.52, 
228.5,229.07,1.56,0.76,0.19,38.78,79.69, 
258.83,259.41,1.58,0.77,0.19,38.81,79.86, 
290.24,290.83,1.59,0.77,0.2,38.84,80.02, 
319.46,320.06,1.58,0.78,0.2,38.88,80.19, 
327.17,327.77,1.58,0.8,0.2,38.91,80.36, 
304.84,305.47,1.61,0.8,0.2,38.94,80.53, 
287,287.66,1.66,0.8,0.2,38.97,80.7, 
273.39,274.06,1.68,0.78,0.2,39,80.87, 
279.92,280.6,1.68,0.75,0.2,39.03,81.04, 
286.53,287.21,1.66,0.72,0.2,39.06,81.21, 
293.59,294.25,1.63,0.69,0.2,39.09,81.38, 
304.27,304.9,1.58,0.66,0.19,39.12,81.55, 
319.59,320.19,1.52,0.62,0.19,39.15,81.72, 
338.98,339.56,1.46,0.59,0.19,39.18,81.89, 
356.96,357.52,1.42,0.57,0.19,39.21,82.06, 
373.85,374.39,1.39,0.55,0.19,39.24,82.23, 
377.99,378.52,1.36,0.54,0.18,39.26,82.4, 
366.7,367.21,1.34,0.51,0.18,39.29,82.57, 
343.8,344.3,1.33,0.5,0.18,39.32,82.74, 
313.56,314.06,1.33,0.5,0.18,39.35,82.91, 
272.53,273.02,1.34,0.52,0.18,39.38,83.08, 
244.22,244.7,1.34,0.54,0.18,39.4,83.26, 
234.78,235.24,1.32,0.56,0.18,39.43,83.43, 
230.95,231.4,1.28,0.53,0.18,39.46,83.6, 
216.83,217.26,1.24,0.54,0.18,39.49,83.77, 
197.23,197.65,1.22,0.53,0.18,39.51,83.94, 
167.1,167.51,1.21,0.52,0.18,39.54,84.11, 
128.98,129.4,1.2,0.46,0.18,39.56,84.28, 
95.61,96.01,1.15,0.4,0.18,39.59,84.46, 
90.87,91.26,1.07,0.34,0.18,39.62,84.63, 
90.02,90.38,1.01,0.3,0.18,39.64,84.8, 
83.48,83.82,0.97,0.28,0.17,39.67,84.97, 
64.16,64.49,0.98,0.29,0.17,39.69,85.15, 
38.21,38.55,1.04,0.33,0.17,39.72,85.32, 
25.1,25.43,1.06,0.36,0.17,39.74,85.49, 
18.52,18.83,1.05,0.35,0.17,39.77,85.66, 
13.77,14.08,1.04,0.35,0.17,39.79,85.84, 
10.97,11.27,1.03,0.36,0.17,39.82,86.01, 
9.16,9.45,1.03,0.36,0.17,39.84,86.18, 
8.38,8.66,1.04,0.38,0.17,39.86,86.35, 
8.24,8.52,1.07,0.41,0.17,39.89,86.53, 
8.68,8.95,1.09,0.43,0.17,39.91,86.7, 
8.5,8.76,1.08,0.42,0.17,39.93,86.87, 
8.13,8.38,1.06,0.42,0.17,39.96,87.05, 
7.9,8.15,1.05,0.42,0.17,39.98,87.22, 
7.7,7.94,1.03,0.43,0.17,40,87.4, 
7.98,8.2,1.03,0.45,0.17,40.02,87.57, 
8.32,8.54,1.05,0.47,0.17,40.04,87.74, 
8.59,8.8,1.06,0.49,0.16,40.07,87.92, 
9.36,9.58,1.09,0.52,0.17,40.09,88.09, 
10.38,10.6,1.12,0.62,0.17,40.11,88.27, 
11.49,11.72,1.15,0.67,0.17,40.13,88.44, 
12.57,12.8,1.18,0.63,0.17,40.15,88.61, 
13.22,13.45,1.21,0.61,0.17,40.17,88.79, 
13.18,13.42,1.24,0.59,0.17,40.19,88.96, 
12.26,12.5,1.24,0.56,0.17,40.21,89.14, 
11.16,11.4,1.22,0.52,0.16,40.23,89.31, 
11.17,11.42,1.21,0.5,0.16,40.25,89.49, 
11.73,11.97,1.22,0.48,0.16,40.27,89.66, 
12.03,12.27,1.22,0.47,0.16,40.29,89.84, 
12.1,12.34,1.21,0.44,0.17,40.31,90.01, 
12.05,12.29,1.18,0.41,0.17,40.33,90.19, 
12.05,12.28,1.12,0.36,0.17,40.35,90.36, 
12.2,12.42,1.05,0.31,0.17,40.36,90.54, 
12.46,12.66,0.97,0.27,0.17,40.38,90.71, 
12.84,13.02,0.93,0.26,0.17,40.4,90.89, 
13.26,13.44,0.92,0.25,0.16,40.42,91.06, 
13.4,13.58,0.91,0.24,0.16,40.44,91.24, 
13.46,13.63,0.91,0.23,0.16,40.45,91.41, 
13.74,13.9,0.91,0.23,0.16,40.47,91.59, 
13.51,13.67,0.9,0.23,0.16,40.49,91.77, 
13.44,13.6,0.89,0.23,0.16,40.5,91.94, 
13.54,13.69,0.89,0.23,0.16,40.52,92.12, 
13.58,13.74,0.88,0.23,0.16,40.54,92.29, 
13.65,13.8,0.88,0.24,0.16,40.55,92.47, 
13.83,13.97,0.87,0.24,0.16,40.57,92.65, 
14.37,14.51,0.86,0.25,0.16,40.58,92.82, 
15.04,15.19,0.86,0.26,0.16,40.6,93, 
13.79,13.94,0.86,0.29,0.16,40.61,93.17, 
12.33,12.47,0.86,0.32,0.16,40.63,93.35, 
11.61,11.76,0.86,0.33,0.16,40.64,93.53, 
11.12,11.28,0.86,0.33,0.16,40.66,93.7, 
10.93,11.09,0.86,0.32,0.16,40.67,93.88, 
10.84,11,0.86,0.32,0.16,40.69,94.06, 
10.67,10.84,0.86,0.32,0.16,40.7,94.23, 
10.41,10.58,0.85,0.31,0.16,40.71,94.41, 
9.98,10.17,0.84,0.3,0.16,40.73,94.59, 
9.35,9.54,0.83,0.3,0.16,40.74,94.76, 
8.29,8.48,0.81,0.32,0.16,40.75,94.94, 
6.62,6.83,0.8,0.43,0.16,40.76,95.12, 
4.83,5.05,0.8,0.51,0.16,40.78,95.3, 
3.4,3.63,0.83,0.61,0.16,40.79,95.47, 
3.05,3.28,0.89,0.72,0.16,40.8,95.65, 
3.08,3.32,0.89,0.76,0.16,40.81,95.83, 
3.06,3.3,0.87,0.73,0.16,40.82,96, 
3,3.26,0.84,0.68,0.16,40.84,96.18, 
2.9,3.14,0.81,0.61,0.16,40.85,96.36, 
2.86,3.08,0.8,0.58,0.16,40.86,96.54, 
2.84,3.04,0.79,0.56,0.16,40.87,96.71, 
2.82,3,0.77,0.52,0.16,40.88,96.89, 
2.78,2.95,0.76,0.45,0.16,40.89,97.07, 
2.77,2.92,0.75,0.42,0.16,40.9,97.25, 
2.78,2.92,0.74,0.42,0.16,40.91,97.42, 
3.24,3.38,0.74,0.43,0.16,40.92,97.6, 
3.3,3.44,0.75,0.45,0.16,40.93,97.78, 
3.34,3.49,0.77,0.49,0.16,40.94,97.96, 
3.4,3.58,0.82,0.55,0.16,40.95,98.13, 
3.51,3.7,0.91,0.65,0.16,40.95,98.31, 
3.66,3.86,1.03,0.81,0.16,40.96,98.49, 
3.78,4,1.15,0.97,0.16,40.97,98.67, 
3.83,4.09,1.25,1.06,0.16,40.98,98.85, 
3.79,4.1,1.31,1.09,0.16,40.99,99.02, 
3.74,4.1,1.35,1.11,0.16,40.99,99.2, 
3.66,4.07,1.4,1.17,0.16,41,99.38, 
3.73,4.19,1.46,1.21,0.16,41.01,99.56, 
4.1,4.61,1.57,1.26,0.17,41.01,99.74, 
4.51,5.04,1.68,1.32,0.17,41.02,99.91, 
4.74,5.3,2.01,1.55,0.17,41.03,100.09, 
4.98,5.58,2.27,1.76,0.17,41.03,100.27, 
5.46,6.08,2.46,1.89,0.17,41.04,100.45, 
9.01,9.64,2.59,1.9,0.17,41.04,100.63, 
11.1,11.74,2.56,1.87,0.17,41.05,100.81, 
12.21,12.87,2.54,1.84,0.17,41.06,100.98, 
11.45,12.12,2.52,1.81,0.17,41.06,101.16, 
10.94,11.62,2.46,1.77,0.17,41.06,101.34, 
9.69,10.37,2.41,1.76,0.17,41.07,101.52, 
9.43,10.1,2.44,1.75,0.17,41.07,101.7, 
9.75,10.4,2.45,1.71,0.17,41.08,101.88, 
10.06,10.71,2.48,1.67,0.17,41.08,102.05, 
10.15,10.82,2.53,1.65,0.17,41.09,102.23, 
10.23,10.94,2.6,1.64,0.18,41.09,102.41, 
10.45,11.22,2.67,1.64,0.18,41.09,102.59, 
10.54,11.33,2.66,1.6,0.18,41.09,102.77, 
10.55,11.36,2.67,1.57,0.18,41.1,102.95, 
10.42,11.25,2.66,1.54,0.18,41.1,103.13, 
10.34,11.18,2.66,1.51,0.18,41.1,103.3, 
10.2,11.04,2.64,1.48,0.18,41.1,103.48, 
9.95,10.78,2.6,1.44,0.18,41.11,103.66, 
9.63,10.45,2.56,1.41,0.18,41.11,103.84, 
9.19,9.99,2.52,1.41,0.18,41.11,104.02, 
8.78,9.57,2.51,1.43,0.18,41.11,104.2, 
8.46,9.25,2.52,1.44,0.18,41.11,104.38, 
8.3,9.09,2.56,1.44,0.18,41.11,104.55, 
8.28,9.22,2.63,1.45,0.18,41.11,104.73, 
8.51,9.51,2.79,1.5,0.18,41.11,104.91, 
8.41,9.49,2.94,1.59,0.18,41.11,105.09, 
8.45,9.67,3.19,1.77,0.18,41.11,105.27, 
8.67,10.11,3.55,2.05,0.19,41.11,105.45, 
9.15,10.87,4.13,2.53,0.19,41.11,105.62, 
10.04,12.22,5.57,3.68,0.2,41.11,105.8, 
10.53,13.14,6.54,4.39,0.21,41.11,105.98, 
10.63,13.62,6.41,4.29,0.21,41.11,106.16, 
11.25,15.09,6.68,4.76,0.22,41.11,106.34, 
12.05,17.03,7,5.28,0.24,41.1,106.52, 
14.59,22.09,7.89,6.52,0.29,41.1,106.7, 
20.21,32.48,10.7,9.93,0.4,41.1,106.87, 
34.94,58.75,18.97,20.67,0.71,41.1,107.05, 
44.02,74.01,20.1,25.52,0.87,41.09,107.23, 
46.29,77.22,19.13,25.34,0.9,41.09,107.41, 
43.8,72.88,17.83,23.18,0.85,41.09,107.59, 
41.06,66.8,18.47,21.42,0.8,41.09,107.77, 
38.11,60.17,18.9,20.17,0.74,41.08,107.95, 
36.52,55.99,18.94,19.32,0.73,41.08,108.12, 
34.05,52.02,19.2,20.18,0.7,41.07,108.3, 
31.01,47.39,17.66,21.08,0.63,41.07,108.48, 
29.85,47.4,17.81,27.68,0.63,41.06,108.66, 
30.79,51.83,19.19,36.7,0.71,41.06,108.84, 
37.87,67.54,24.55,45.47,0.98,41.06,109.02, 
42.8,79.26,29.08,50.26,1.19,41.05,109.19, 
48.22,91.84,35.07,55.03,1.4,41.04,109.37, 
57.02,110.62,46.32,60.96,1.64,41.04,109.55, 
59.54,116.71,52.62,66.13,1.69,41.03,109.73, 
56.51,108.14,45.99,66.13,1.49,41.03,109.91, 
52.67,94.88,33.6,59.06,1.21,41.02,110.09, 
49.13,84.31,25.66,51.06,1,41.01,110.26, 
47.15,78.94,22.32,48.03,0.9,41.01,110.44, 
46,77.89,22.37,49.86,0.9,41,110.62, 
46.36,78.58,21.09,49.62,0.89,40.99,110.8, 
47.69,82.21,20.62,52.4,0.93,40.99,110.98, 
51.17,92.67,23.05,58.11,1.09,40.98,111.15, 
61.12,117.94,30.74,64.3,1.49,40.97,111.33, 
86.45,176.66,55.81,72.3,2.65,40.96,111.51, 
89.45,178.03,58.43,74.25,2.87,40.95,111.69, 
58.82,107.78,24.45,61.23,1.53,40.95,111.87, 
44.47,80.42,20.41,52.1,1.12,40.94,112.04, 
38.68,70.39,20.42,45.07,0.94,40.93,112.22, 
37.39,68.76,21.13,42.54,0.89,40.92,112.4, 
37.76,70.91,23.96,44.96,0.93,40.91,112.58, 
37.09,70.06,24.36,43.64,0.91,40.9,112.75, 
37.06,70.72,25.05,42.43,0.9,40.89,112.93, 
39.96,79.79,28.42,45.36,1,40.88,113.11, 
37.49,75.44,28.65,47.39,0.9,40.87,113.29, 
43.96,92.86,34.38,47.98,1.16,40.86,113.46, 
45.13,95.45,37.21,47.13,1.2,40.85,113.64, 
47.24,100.5,38.22,45.91,1.24,40.84,113.82, 
47.87,100.49,32.69,43.52,1.16,40.82,114, 
46.81,98.01,25.42,41.36,1.07,40.81,114.17, 
45.51,96.58,20.75,39.28,1.04,40.8,114.35, 
46.34,98.38,18.47,40.17,1.06,40.79,114.53, 
49,103.23,17.79,45.86,1.13,40.78,114.7, 
50.27,102.79,15.89,47.58,1.11,40.76,114.88, 
48.87,97,13.52,43.48,1.07,40.75,115.06, 
46.89,86.59,10.47,38.68,0.9,40.74,115.24, 
49.85,85.04,8.46,39.22,0.81,40.73,115.41, 
56.2,91.35,7.96,44.54,0.85,40.71,115.59, 
63.52,99.45,7.09,49.16,0.94,40.7,115.77, 
64.58,99.51,7.28,51.31,0.97,40.69,115.94, 
66.3,102.48,7.4,52.04,1.04,40.67,116.12, 
58.87,90.83,6.94,50.42,0.97,40.66,116.3, 
57.93,90.39,7.11,49.59,1.02,40.64,116.47, 
67.47,105.46,7.88,48.86,1.22,40.63,116.65, 
66.69,108.54,8.46,49.78,1.28,40.61,116.83, 
64.8,111.13,9.19,53.74,1.32,40.6,117, 
61.27,108.83,9.53,53.19,1.32,40.58,117.18, 
57.49,105.82,9.64,51.8,1.26,40.57,117.35, 
57.05,109.07,10.56,51.53,1.32,40.55,117.53, 
58.37,115.15,12.19,53.55,1.43,40.54,117.71, 
60.84,123.77,14.11,53.64,1.58,40.52,117.88, 
61.03,126.55,16.01,52.89,1.6,40.5,118.06, 
60.92,127.42,18.66,52.26,1.64,40.49,118.23, 
61.31,127.33,19.95,51.08,1.67,40.47,118.41, 
62.68,130.18,21.59,49.16,1.78,40.45,118.59, 
62.71,127.46,20.31,46.6,1.73,40.44,118.76, 
58.31,115.23,17.79,43.32,1.53,40.42,118.94, 
52.01,99.31,15.41,40.27,1.3,40.4,119.11, 
48.25,89.92,15.01,38.75,1.18,40.38,119.29, 
46.63,86.05,15.44,38.37,1.13,40.36,119.46, 
46.76,86.47,17.87,41.06,1.18,40.35,119.64, 
45.68,83.82,19.21,40.71,1.15,40.33,119.81, 
44.07,82.31,19.18,38.68,1.08,40.31,119.99, 
40.49,75.94,18.69,34.83,0.95,40.29,120.16, 
33.59,59.55,17.07,28.76,0.71,40.27,120.34, 
35.11,59.32,12.7,25.71,0.71,40.07,122.08, 
31.7,53.38,10.59,22.82,0.67,40.04,122.26, 
30.2,50.04,9.86,21.68,0.65,40.02,122.43, 
30.48,50.12,10.12,22.22,0.67,40,122.6, 
31.15,50.51,10.58,22.78,0.69,39.98,122.78, 
32.49,51.43,10.6,22.39,0.72,39.96,122.95, 
34.8,53.45,10.32,21.58,0.76,39.93,123.13, 
32.87,49.45,10.51,20.66,0.75,39.91,123.3, 
30.89,45.27,10.48,19.5,0.7,39.89,123.47, 
25.11,35.19,9.98,16.68,0.58,39.86,123.65, 
34.42,46.54,15.63,22.16,0.78,39.82,123.99, 
0.11,0.19,0.04,0.38,0.16,37.94,74.97, 
0.21,0.41,0.06,0.51,0.17,37.97,75.14, 
0.31,0.6,0.13,0.61,0.18,38.01,75.3, 
0.33,0.64,0.09,0.52,0.17,38.05,75.47, 
0.46,0.91,0.07,0.55,0.17,38.09,75.63, 
1.63,3.23,0.08,0.77,0.18,38.12,75.8, 
3.51,8.34,0.13,0.96,0.19,38.16,75.96, 
5.99,15.75,0.21,1.13,0.2,38.2,76.13, 
12.79,29.19,0.32,1.65,0.31,38.23,76.29, 
34.47,63.43,0.58,2.62,0.62,38.27,76.46, 
49.59,94.52,0.87,3.49,1.13,38.3,76.63, 
94.29,174.5,1.62,7.25,2.74,38.34,76.79, 
144.35,270.57,3.35,12.78,5.76,38.37,76.96, 
198.55,391.96,7.25,20.81,10.9,38.41,77.13, 
150.45,300.97,8.85,17.43,10.52,38.44,77.29, 
80.29,157.66,6.72,10.37,6.44,38.48,77.46, 
39.22,70.14,3.99,5.59,2.72,38.51,77.63, 
40.25,54.13,2.68,3.25,1.03,38.55,77.8, 
52.08,60.42,2.11,2.21,0.46,38.58,77.96, 
86.22,91.56,1.8,1.6,0.29,38.62,78.13, 
97.95,101.26,1.57,1.2,0.23,38.65,78.3, 
115.3,117.16,1.42,0.96,0.2,38.68,78.47, 
132.02,133.57,1.36,0.87,0.2,38.72,78.63, 
145.04,145.51,1.31,0.8,0.19,38.75,78.8, 
153.67,154.13,1.31,0.76,0.19,38.78,78.97, 
163.02,163.5,1.33,0.74,0.19,38.82,79.14, 
181.7,182.19,1.36,0.73,0.19,38.85,79.31, 
210.73,211.24,1.4,0.73,0.19,38.88,79.48, 
245.16,245.69,1.44,0.73,0.19,38.91,79.65, 
278.98,279.52,1.47,0.73,0.19,38.94,79.81, 
308.84,309.41,1.5,0.74,0.19,38.98,79.98, 
325.24,325.82,1.52,0.75,0.19,39.01,80.15, 
311.65,312.24,1.55,0.76,0.2,39.04,80.32, 
283.23,283.87,1.62,0.78,0.2,39.07,80.49, 
272.19,272.86,1.67,0.78,0.2,39.1,80.66, 
272.77,273.46,1.69,0.76,0.2,39.13,80.83, 
283.29,283.98,1.69,0.73,0.2,39.16,81, 
297.98,298.66,1.66,0.71,0.2,39.19,81.17, 
313.47,314.13,1.62,0.68,0.2,39.22,81.34, 
332.25,332.88,1.55,0.65,0.19,39.25,81.51, 
352.53,353.12,1.49,0.61,0.19,39.28,81.68, 
368.5,369.07,1.44,0.58,0.19,39.31,81.85, 
382.06,382.61,1.39,0.56,0.19,39.34,82.02, 
392.36,392.9,1.36,0.54,0.18,39.37,82.19, 
388.54,389.07,1.35,0.53,0.18,39.4,82.36, 
367.7,368.22,1.35,0.51,0.18,39.42,82.53, 
336.01,336.52,1.35,0.51,0.18,39.45,82.71, 
292.89,293.4,1.36,0.52,0.18,39.48,82.88, 
245.85,246.36,1.38,0.52,0.18,39.51,83.05, 
229.01,229.5,1.37,0.52,0.18,39.54,83.22, 
227.77,228.23,1.33,0.52,0.18,39.56,83.39, 
226.73,227.18,1.28,0.5,0.18,39.59,83.56, 
207.44,207.87,1.24,0.5,0.18,39.62,83.73, 
181.71,182.14,1.21,0.5,0.18,39.64,83.91, 
142.5,142.93,1.21,0.51,0.18,39.67,84.08, 
100.26,100.68,1.2,0.45,0.18,39.7,84.25, 
80.7,81.1,1.12,0.39,0.18,39.72,84.42, 
87.18,87.55,1.03,0.33,0.18,39.75,84.6, 
88.49,88.84,0.95,0.29,0.18,39.77,84.77, 
83.63,83.95,0.9,0.26,0.17,39.8,84.94, 
68.95,69.26,0.9,0.27,0.17,39.83,85.11, 
40.19,40.5,0.96,0.31,0.17,39.85,85.29, 
22.14,22.45,1.02,0.36,0.17,39.87,85.46, 
15.75,16.05,1.01,0.36,0.17,39.9,85.63, 
11.49,11.79,1,0.35,0.17,39.92,85.8, 
9.03,9.31,0.99,0.35,0.17,39.95,85.98, 
7.73,8.01,0.98,0.35,0.17,39.97,86.15, 
7.04,7.31,0.98,0.36,0.17,40,86.32, 
6.95,7.21,1.01,0.39,0.17,40.02,86.5, 
7.68,7.94,1.05,0.43,0.17,40.04,86.67, 
7.98,8.23,1.06,0.44,0.17,40.07,86.84, 
7.88,8.12,1.05,0.44,0.17,40.09,87.02, 
7.61,7.84,1.03,0.43,0.17,40.11,87.19, 
7.71,7.94,1.03,0.45,0.17,40.13,87.37, 
7.93,8.15,1.04,0.47,0.17,40.16,87.54, 
8.09,8.3,1.05,0.5,0.17,40.18,87.71, 
8.81,9.03,1.08,0.53,0.17,40.2,87.89, 
9.74,9.96,1.12,0.58,0.17,40.22,88.06, 
10.42,10.64,1.14,0.65,0.17,40.24,88.24, 
11.45,11.67,1.18,0.69,0.17,40.26,88.41, 
13.08,13.31,1.23,0.66,0.17,40.28,88.59, 
14.14,14.37,1.27,0.65,0.17,40.3,88.76, 
14.49,14.73,1.31,0.64,0.17,40.32,88.94, 
13.7,13.94,1.31,0.61,0.16,40.34,89.11, 
12.21,12.45,1.29,0.56,0.16,40.36,89.29, 
11.79,12.03,1.26,0.54,0.16,40.38,89.46, 
12.2,12.44,1.27,0.53,0.16,40.4,89.64, 
12.58,12.83,1.29,0.52,0.16,40.42,89.81, 
12.83,13.08,1.29,0.51,0.16,40.44,89.99, 
12.75,12.99,1.25,0.48,0.16,40.46,90.16, 
12.43,12.66,1.2,0.43,0.17,40.48,90.34, 
12.25,12.47,1.11,0.37,0.17,40.5,90.51, 
12.56,12.77,1.01,0.32,0.17,40.52,90.69, 
13.21,13.4,0.94,0.3,0.17,40.53,90.86, 
13.59,13.77,0.92,0.29,0.17,40.55,91.04, 
13.96,14.13,0.91,0.27,0.16,40.57,91.22, 
14.41,14.58,0.91,0.25,0.16,40.59,91.39, 
14.91,15.07,0.91,0.24,0.16,40.6,91.57, 
14.52,14.68,0.9,0.24,0.16,40.62,91.74, 
14.14,14.29,0.89,0.23,0.16,40.64,91.92, 
13.88,14.04,0.89,0.24,0.16,40.65,92.1, 
13.78,13.94,0.89,0.24,0.16,40.67,92.27, 
13.78,13.93,0.89,0.24,0.16,40.69,92.45, 
13.76,13.91,0.88,0.24,0.16,40.7,92.62, 
13.96,14.11,0.88,0.24,0.16,40.72,92.8, 
14.02,14.17,0.87,0.25,0.16,40.73,92.98, 
13.34,13.49,0.87,0.27,0.16,40.75,93.15, 
12.4,12.54,0.87,0.3,0.16,40.76,93.33, 
12.07,12.22,0.87,0.31,0.16,40.78,93.51, 
11.78,11.94,0.87,0.31,0.16,40.79,93.68, 
11.55,11.71,0.86,0.31,0.16,40.81,93.86, 
11.35,11.52,0.86,0.31,0.16,40.82,94.04, 
11.04,11.21,0.86,0.31,0.16,40.83,94.22, 
10.65,10.83,0.85,0.3,0.16,40.85,94.39, 
10.21,10.39,0.84,0.29,0.16,40.86,94.57, 
9.5,9.68,0.82,0.28,0.16,40.87,94.75, 
8.21,8.4,0.8,0.27,0.16,40.89,94.92, 
6.24,6.43,0.78,0.29,0.16,40.9,95.1, 
4.32,4.53,0.81,0.41,0.16,40.91,95.28, 
3.25,3.47,0.86,0.53,0.16,40.92,95.46, 
2.92,3.14,0.96,0.65,0.16,40.94,95.63, 
2.81,3.01,0.82,0.53,0.16,40.95,95.81, 
2.78,2.98,0.79,0.52,0.16,40.96,95.99, 
2.77,2.99,0.79,0.52,0.16,40.97,96.17, 
2.76,2.96,0.78,0.49,0.16,40.98,96.34, 
2.71,2.9,0.76,0.46,0.16,40.99,96.52, 
2.72,2.91,0.76,0.44,0.16,41,96.7, 
2.71,2.89,0.75,0.43,0.16,41.01,96.88, 
2.68,2.85,0.74,0.38,0.16,41.02,97.06, 
2.7,2.86,0.73,0.35,0.16,41.03,97.23, 
3.05,3.19,0.73,0.35,0.16,41.04,97.41, 
3.81,3.93,0.73,0.35,0.16,41.05,97.59, 
3.82,3.95,0.73,0.36,0.16,41.06,97.77, 
3.75,3.89,0.74,0.39,0.16,41.07,97.95, 
3.67,3.83,0.76,0.43,0.16,41.08,98.12, 
3.59,3.76,0.81,0.48,0.16,41.09,98.3, 
3.56,3.74,0.88,0.56,0.16,41.1,98.48, 
3.52,3.73,0.96,0.67,0.16,41.1,98.66, 
3.47,3.72,1.03,0.75,0.16,41.11,98.84, 
3.4,3.7,1.08,0.79,0.16,41.12,99.01, 
3.4,3.73,1.12,0.83,0.16,41.13,99.19, 
3.37,3.72,1.13,0.87,0.16,41.13,99.37, 
3.57,3.93,1.17,0.89,0.16,41.14,99.55, 
4.06,4.44,1.25,0.93,0.16,41.15,99.73, 
4.42,4.82,1.33,0.98,0.16,41.16,99.91, 
4.48,4.9,1.5,1.1,0.16,41.16,100.08, 
4.58,5.06,1.85,1.4,0.17,41.17,100.26, 
4.7,5.21,2.14,1.62,0.17,41.17,100.44, 
9.18,9.73,2.36,1.7,0.17,41.18,100.62, 
11.37,11.93,2.35,1.68,0.17,41.18,100.8, 
12.06,12.65,2.36,1.67,0.17,41.19,100.98, 
10,10.61,2.33,1.65,0.17,41.19,101.16, 
8.83,9.45,2.3,1.62,0.17,41.2,101.33, 
8.57,9.21,2.27,1.61,0.17,41.2,101.51, 
8.44,9.07,2.29,1.6,0.17,41.21,101.69, 
9.76,10.39,2.34,1.6,0.17,41.21,101.87, 
10.36,10.99,2.37,1.58,0.17,41.22,102.05, 
10.22,10.86,2.38,1.55,0.17,41.22,102.23, 
10.21,10.88,2.44,1.54,0.17,41.22,102.41, 
10.21,10.92,2.5,1.54,0.17,41.23,102.59, 
10.18,10.92,2.52,1.53,0.18,41.23,102.76, 
10.11,10.87,2.53,1.5,0.18,41.23,102.94, 
9.99,10.76,2.52,1.48,0.18,41.23,103.12, 
9.8,10.58,2.51,1.45,0.18,41.24,103.3, 
9.59,10.38,2.49,1.42,0.18,41.24,103.48, 
9.38,10.17,2.46,1.39,0.18,41.24,103.66, 
9.09,9.87,2.43,1.36,0.18,41.24,103.84, 
8.69,9.44,2.38,1.39,0.18,41.24,104.02, 
